Country,Year,C Armed forces,C Television,C Police,C Courts,C Government,C Political parties,C Civil services,C Elections,Importance of democracy
36,2018,1,3,1,1,2,3,2,1,10
36,2018,2,3,2,2,3,3,2,3,8
36,2018,2,3,1,2,4,4,2,3,10
36,2018,1,3,1,2,3,3,3,3,10
36,2018,2,3,2,3,3,3,3,2,10
36,2018,1,3,2,2,3,3,3,3,10
36,2018,1,-2,1,-2,-2,-2,-2,-2,2
36,2018,2,3,1,1,2,2,2,1,9
36,2018,2,4,2,2,3,4,3,2,10
36,2018,3,3,3,2,3,4,3,2,10
36,2018,2,3,2,2,3,3,3,2,10
36,2018,2,3,2,2,3,3,2,1,10
36,2018,2,3,2,2,3,3,3,3,6
36,2018,1,3,2,3,3,3,3,3,9
36,2018,1,3,2,3,3,3,3,3,10
36,2018,1,3,2,1,2,2,2,2,10
36,2018,1,3,1,3,3,3,2,2,10
36,2018,3,3,3,3,4,4,3,4,10
36,2018,3,2,1,1,1,1,1,1,10
36,2018,1,4,3,3,3,3,3,2,10
36,2018,2,4,2,2,4,4,3,2,9
36,2018,2,3,2,2,3,3,3,2,10
36,2018,2,3,2,2,2,3,3,2,9
36,2018,1,3,1,2,3,4,2,3,10
36,2018,1,3,2,1,2,3,2,2,10
36,2018,2,4,2,2,3,3,2,2,10
36,2018,4,4,3,3,4,4,3,4,10
36,2018,1,3,1,3,2,2,2,2,10
36,2018,4,4,3,3,3,4,3,3,10
36,2018,1,2,2,2,2,3,2,1,10
36,2018,2,3,2,1,3,3,3,1,10
36,2018,3,3,2,2,3,3,2,2,10
36,2018,2,3,2,3,3,3,3,3,5
36,2018,3,3,2,2,2,3,2,1,10
36,2018,2,3,2,3,3,3,3,3,10
36,2018,2,2,2,3,2,2,2,1,8
36,2018,2,2,1,1,2,2,1,2,10
36,2018,2,3,1,1,3,3,2,2,8
36,2018,1,4,3,4,4,4,2,4,5
36,2018,1,1,1,1,2,2,3,3,10
36,2018,2,3,2,3,3,3,2,3,10
36,2018,2,3,2,3,3,3,2,2,10
36,2018,2,3,1,2,3,3,3,1,10
36,2018,3,-2,2,1,4,4,2,2,10
36,2018,1,3,2,3,3,3,3,2,10
36,2018,2,4,2,2,2,4,3,4,5
36,2018,1,3,2,2,3,3,3,2,10
36,2018,1,3,1,2,2,3,2,2,7
36,2018,3,3,3,3,3,3,3,3,10
36,2018,2,2,1,2,3,3,2,3,10
36,2018,2,3,1,3,4,4,3,4,9
36,2018,1,3,2,2,4,4,3,2,10
36,2018,2,4,2,3,4,4,3,4,-2
36,2018,1,2,1,3,3,3,3,3,10
36,2018,2,3,2,2,3,3,2,2,10
36,2018,2,3,1,2,2,2,1,2,10
36,2018,2,4,1,3,4,4,4,4,10
36,2018,2,3,2,2,2,2,3,2,10
36,2018,2,3,2,2,3,3,2,2,9
36,2018,2,3,1,2,2,2,3,1,10
36,2018,2,2,2,3,3,3,2,2,10
36,2018,2,3,2,2,3,3,2,2,10
36,2018,1,3,2,3,3,3,3,3,10
36,2018,2,4,3,4,4,4,4,4,5
36,2018,2,4,4,4,4,4,3,4,10
36,2018,2,3,2,2,3,3,2,2,10
36,2018,1,2,1,2,2,2,2,2,8
36,2018,2,3,2,2,3,3,2,2,10
36,2018,1,2,1,2,2,3,2,3,10
36,2018,1,3,1,2,3,3,3,2,10
36,2018,2,3,2,1,3,4,3,2,10
36,2018,2,2,3,3,3,3,2,3,10
36,2018,1,3,4,4,3,4,3,4,10
36,2018,2,4,3,3,4,4,4,3,10
36,2018,2,3,2,2,2,3,3,2,10
36,2018,-2,3,2,3,3,3,2,2,10
36,2018,2,3,2,3,3,3,3,2,10
36,2018,2,2,2,3,2,3,3,3,10
36,2018,2,3,2,2,2,3,2,3,8
36,2018,2,3,2,2,3,3,3,2,10
36,2018,2,3,2,2,2,2,2,2,10
36,2018,2,3,2,2,3,3,2,3,3
36,2018,1,4,1,3,3,4,4,2,10
36,2018,2,4,2,3,3,3,3,3,10
36,2018,2,3,1,2,3,3,2,2,10
36,2018,2,3,3,3,3,4,3,2,10
36,2018,2,4,2,3,4,3,3,2,10
36,2018,1,3,1,3,4,3,3,3,10
36,2018,2,3,3,3,3,3,3,2,9
36,2018,1,3,1,2,3,3,3,2,10
36,2018,3,4,2,4,3,3,3,3,10
36,2018,1,3,1,2,2,2,2,2,10
36,2018,2,4,4,3,3,4,3,3,10
36,2018,1,3,1,1,3,3,3,2,10
36,2018,2,4,2,1,3,3,3,2,7
36,2018,1,2,1,3,3,3,2,1,10
36,2018,3,3,1,1,1,3,2,2,10
36,2018,1,3,2,3,3,3,3,2,9
36,2018,2,3,1,2,3,3,3,3,8
36,2018,1,3,3,2,2,3,3,2,10
36,2018,2,3,2,3,3,3,3,2,9
36,2018,1,3,1,1,1,3,2,3,10
36,2018,1,3,1,-2,3,3,3,3,6
36,2018,2,3,2,2,2,3,3,2,10
36,2018,3,3,2,2,4,4,2,3,10
36,2018,1,3,1,1,3,3,2,2,10
36,2018,1,3,2,4,3,3,3,2,10
36,2018,2,3,2,2,3,3,3,3,8
36,2018,3,3,2,2,3,3,3,3,10
36,2018,1,2,1,1,1,1,2,1,10
36,2018,1,3,3,3,4,3,3,3,6
36,2018,3,4,3,3,3,3,3,3,5
36,2018,2,4,1,3,4,3,3,3,10
36,2018,2,3,2,3,3,3,3,3,5
36,2018,2,3,2,1,2,3,2,2,10
36,2018,2,3,1,3,3,3,3,3,10
36,2018,1,3,1,2,3,3,3,2,9
36,2018,1,3,1,1,4,4,3,2,10
36,2018,2,3,1,1,2,2,2,2,10
36,2018,2,3,1,1,3,3,2,2,10
36,2018,2,3,2,3,-2,3,3,3,10
36,2018,2,3,1,3,3,3,3,3,-2
36,2018,3,3,3,3,3,4,4,3,10
36,2018,2,3,2,3,3,3,3,2,10
36,2018,1,4,2,2,2,3,2,2,10
36,2018,2,3,2,3,3,3,3,2,10
36,2018,2,3,2,2,3,3,2,3,5
36,2018,1,1,1,1,1,1,1,1,10
36,2018,3,2,1,1,3,3,2,1,10
36,2018,2,4,2,3,3,3,3,2,10
36,2018,2,3,2,2,3,3,2,2,9
36,2018,3,3,2,2,3,3,3,2,10
36,2018,2,2,1,2,3,3,2,3,8
36,2018,1,3,2,2,3,3,3,2,10
36,2018,3,2,2,2,2,3,3,1,10
36,2018,1,3,1,2,4,4,3,3,10
36,2018,1,3,1,1,2,3,2,2,10
36,2018,2,3,2,2,2,3,2,2,9
36,2018,2,-2,2,3,3,3,2,2,10
36,2018,2,3,2,2,3,3,2,2,9
36,2018,2,3,1,4,4,4,2,3,10
36,2018,1,3,2,1,3,4,2,2,10
36,2018,2,2,1,3,1,3,1,1,6
36,2018,2,3,2,3,3,3,3,2,10
36,2018,1,3,2,3,3,3,2,3,10
36,2018,1,2,1,1,1,2,2,1,10
36,2018,2,4,1,2,3,3,2,2,10
36,2018,3,4,2,2,3,3,3,2,8
36,2018,1,3,1,1,3,3,2,1,10
36,2018,3,3,3,3,4,3,3,2,10
36,2018,-2,-2,-2,-2,-2,-2,-2,-2,10
36,2018,1,3,2,3,4,4,3,3,9
36,2018,2,3,3,2,4,3,3,2,8
36,2018,1,4,1,3,3,4,3,3,5
36,2018,2,3,2,3,3,3,3,3,8
36,2018,2,4,2,2,3,3,3,3,9
36,2018,2,4,2,2,3,4,2,2,10
36,2018,2,2,1,2,3,3,2,2,8
36,2018,1,3,1,3,3,3,1,2,5
36,2018,3,4,3,3,4,4,3,3,9
36,2018,2,4,2,3,4,3,4,4,10
36,2018,2,3,2,2,2,3,3,1,10
36,2018,2,3,2,2,2,2,2,1,10
36,2018,1,3,1,1,1,3,2,1,10
36,2018,2,3,2,2,3,3,3,2,10
36,2018,2,3,2,2,3,3,3,3,5
36,2018,1,4,1,3,2,3,2,2,10
36,2018,2,3,2,2,3,3,3,2,10
36,2018,1,3,3,4,4,4,3,3,10
36,2018,1,2,1,1,1,1,2,2,10
36,2018,3,3,3,3,4,4,3,3,8
36,2018,2,3,2,2,3,3,3,2,10
36,2018,1,2,1,1,1,2,3,1,10
36,2018,3,3,2,4,4,4,4,4,5
36,2018,2,3,2,2,3,3,2,2,10
36,2018,2,3,2,2,2,3,2,2,9
36,2018,3,3,3,3,4,4,2,2,10
36,2018,2,3,2,3,3,3,2,2,10
36,2018,2,3,2,3,3,4,2,3,9
36,2018,2,2,1,1,2,2,3,2,10
36,2018,2,3,2,2,3,3,2,1,10
36,2018,2,3,3,3,4,3,3,3,9
36,2018,2,3,2,2,3,3,3,4,5
36,2018,2,4,2,2,2,3,2,3,10
36,2018,3,3,3,3,4,4,3,3,9
36,2018,2,3,1,2,2,2,2,2,8
36,2018,1,3,1,2,2,2,2,2,5
36,2018,4,3,2,1,4,4,3,1,10
36,2018,1,4,1,3,4,3,3,2,10
36,2018,3,2,2,4,2,3,3,3,9
36,2018,2,3,1,1,2,2,2,2,10
36,2018,1,2,1,2,2,3,2,2,10
36,2018,1,3,3,3,3,3,2,2,5
36,2018,2,3,2,2,3,3,2,1,10
36,2018,2,3,2,4,2,2,3,1,10
36,2018,1,3,1,2,3,3,3,1,10
36,2018,1,2,1,1,1,1,1,1,10
36,2018,2,3,2,3,3,3,3,3,9
36,2018,1,2,1,2,2,2,3,1,8
36,2018,2,3,2,2,2,3,2,1,10
36,2018,2,2,2,2,3,3,3,2,10
36,2018,3,3,3,2,3,4,2,2,10
36,2018,1,3,1,3,3,3,2,4,6
36,2018,1,2,1,1,2,2,2,1,10
36,2018,1,3,2,1,3,4,2,2,9
36,2018,2,3,2,3,3,3,-2,2,10
36,2018,2,3,2,1,3,3,2,1,10
36,2018,3,3,2,2,3,3,3,2,10
36,2018,3,1,3,3,4,3,3,2,10
36,2018,3,3,3,1,2,3,3,1,10
36,2018,1,3,1,3,3,4,3,1,10
36,2018,2,3,2,2,4,3,2,2,9
36,2018,2,3,2,3,3,3,3,3,5
36,2018,2,3,2,2,3,3,3,2,9
36,2018,2,3,2,2,2,2,2,2,9
36,2018,1,2,1,1,2,2,2,1,9
36,2018,1,2,1,1,2,2,2,2,10
36,2018,2,2,1,1,3,3,2,2,9
36,2018,1,3,1,1,2,2,2,1,9
36,2018,2,3,-2,-2,4,4,3,3,10
36,2018,3,4,2,2,2,3,3,2,10
36,2018,2,3,2,2,2,3,3,1,10
36,2018,1,3,1,2,2,3,3,3,10
36,2018,1,2,2,2,3,3,2,1,10
36,2018,2,3,1,1,3,3,2,1,10
36,2018,2,3,2,1,2,3,2,2,8
36,2018,1,2,1,2,2,2,2,2,8
36,2018,1,3,1,1,3,3,3,2,10
36,2018,1,4,2,3,3,3,3,3,10
36,2018,3,2,1,1,2,2,2,2,8
36,2018,2,3,2,2,3,3,3,3,-2
36,2018,1,3,2,2,3,3,2,1,10
36,2018,2,4,1,2,2,4,3,2,10
36,2018,2,2,3,3,3,4,3,3,10
36,2018,2,3,2,2,2,3,2,1,10
36,2018,1,3,1,1,2,3,1,1,10
36,2018,2,3,2,3,3,3,3,3,9
36,2018,1,4,2,1,3,4,2,2,10
36,2018,3,3,3,3,3,3,2,4,10
36,2018,2,3,3,3,4,4,2,3,10
36,2018,1,2,2,3,3,3,3,2,10
36,2018,1,3,1,3,3,3,3,3,10
36,2018,2,2,2,1,2,3,2,1,10
36,2018,2,3,1,1,2,2,2,1,10
36,2018,2,2,2,3,3,3,3,3,10
36,2018,1,2,2,1,2,2,2,1,10
36,2018,2,3,2,2,3,4,2,2,8
36,2018,3,3,3,2,3,3,2,2,10
36,2018,1,3,3,3,3,3,3,3,10
36,2018,1,3,2,3,3,3,3,2,10
36,2018,3,3,3,4,4,4,3,3,-2
36,2018,2,3,2,2,3,4,2,1,10
36,2018,4,-2,-2,-2,1,-2,-2,-2,8
36,2018,1,3,1,2,3,3,4,4,8
36,2018,2,2,2,1,1,2,2,2,10
36,2018,2,3,1,2,3,3,2,1,10
36,2018,1,3,1,2,3,3,3,2,9
36,2018,1,3,2,2,3,3,-2,4,10
36,2018,1,3,1,3,4,4,3,2,10
36,2018,1,3,2,2,3,3,2,1,10
36,2018,3,3,3,3,3,3,2,2,10
36,2018,1,2,1,2,3,3,2,2,6
36,2018,2,3,2,2,3,3,3,2,10
36,2018,2,3,2,2,4,3,2,2,8
36,2018,1,3,1,3,3,3,2,2,10
36,2018,2,3,2,2,3,3,3,3,9
36,2018,1,3,1,3,2,3,2,1,10
36,2018,1,2,2,2,3,3,2,3,7
36,2018,2,2,2,2,3,3,2,2,10
36,2018,2,3,1,2,2,3,2,3,9
36,2018,1,3,1,2,4,3,2,1,10
36,2018,2,4,2,2,4,4,4,4,10
36,2018,3,3,2,2,2,3,2,1,10
36,2018,3,3,2,2,2,3,2,1,10
36,2018,2,3,2,2,3,3,3,1,10
36,2018,1,3,1,3,3,4,3,3,5
36,2018,2,4,2,2,2,2,2,2,7
36,2018,2,2,2,2,3,4,3,2,10
36,2018,2,3,2,3,3,3,2,2,10
36,2018,1,3,2,1,2,2,3,2,10
36,2018,1,2,1,1,2,3,2,1,10
36,2018,3,3,2,2,3,3,2,2,8
36,2018,2,2,4,2,2,1,2,3,10
36,2018,2,4,2,3,4,4,4,3,5
36,2018,2,3,2,1,4,4,2,1,10
36,2018,2,3,3,3,3,3,3,3,9
36,2018,2,3,2,2,3,3,2,1,10
36,2018,3,3,2,2,3,4,4,2,10
36,2018,2,3,2,2,3,4,3,3,9
36,2018,2,3,2,2,3,3,3,3,10
36,2018,1,2,1,1,3,4,4,3,7
36,2018,2,3,2,3,3,3,-2,2,8
36,2018,1,3,1,2,3,3,3,3,9
36,2018,2,4,1,1,3,4,3,1,10
36,2018,2,3,2,2,3,3,3,3,9
36,2018,2,2,2,2,2,2,2,2,8
36,2018,2,3,2,2,3,3,3,2,10
36,2018,1,4,1,3,4,-2,4,3,8
36,2018,1,4,2,1,2,3,3,1,8
36,2018,3,3,2,1,3,3,3,2,10
36,2018,2,3,3,3,3,3,2,2,6
36,2018,4,2,3,4,4,4,3,3,9
36,2018,1,4,1,4,4,4,2,4,8
36,2018,1,3,1,1,2,2,1,1,10
36,2018,2,3,2,3,2,3,2,2,10
36,2018,2,3,3,3,4,4,3,4,10
36,2018,2,2,2,2,2,3,2,1,10
36,2018,1,3,2,3,3,4,4,2,10
36,2018,2,4,3,2,4,4,3,3,10
36,2018,2,3,2,2,2,3,2,2,10
36,2018,2,3,2,2,2,3,2,2,9
36,2018,2,3,2,2,2,3,2,1,7
36,2018,2,3,3,3,3,3,2,3,8
36,2018,4,3,2,1,2,2,2,2,-2
36,2018,2,4,1,1,4,4,2,1,10
36,2018,1,3,1,1,2,2,2,1,10
36,2018,1,3,1,2,2,2,3,2,10
36,2018,2,3,1,2,3,3,2,3,9
36,2018,2,3,1,3,2,2,3,2,10
36,2018,2,3,2,2,3,3,2,2,10
36,2018,2,3,3,3,3,3,3,3,10
36,2018,2,3,1,2,3,3,2,2,9
36,2018,2,2,2,2,3,3,3,2,9
36,2018,2,3,2,2,3,4,3,2,10
36,2018,2,4,3,2,4,4,2,1,10
36,2018,1,3,2,2,2,3,2,2,9
36,2018,1,3,1,3,3,3,3,2,10
36,2018,2,3,1,1,3,3,3,2,10
36,2018,3,3,2,2,3,3,3,3,10
36,2018,2,2,2,2,3,3,3,2,10
36,2018,2,1,1,2,3,3,2,3,2
36,2018,1,4,2,1,2,4,2,2,10
36,2018,3,3,2,3,3,3,3,3,6
36,2018,2,4,2,3,4,4,3,2,9
36,2018,4,3,3,3,4,4,3,3,10
36,2018,1,4,1,1,2,3,1,1,9
36,2018,3,3,2,2,3,3,2,2,10
36,2018,1,3,1,2,3,3,3,2,10
36,2018,1,3,2,2,3,3,3,1,9
36,2018,2,3,2,2,3,3,3,2,10
36,2018,2,3,2,1,3,4,2,1,10
36,2018,2,4,4,4,4,4,4,4,4
36,2018,2,2,2,2,2,3,2,2,10
36,2018,1,2,1,2,4,4,3,3,10
36,2018,2,2,1,1,3,3,2,1,10
36,2018,4,4,4,4,4,4,3,3,6
36,2018,2,3,1,2,3,3,3,2,10
36,2018,3,4,2,3,4,4,3,2,10
36,2018,2,4,2,2,3,3,2,2,10
36,2018,2,3,2,1,3,4,1,1,10
36,2018,2,3,1,3,2,3,3,3,10
36,2018,1,3,2,2,3,3,2,3,10
36,2018,2,3,3,3,3,4,3,1,10
36,2018,2,3,2,2,2,3,3,2,7
36,2018,3,3,2,2,3,3,2,3,8
36,2018,3,3,2,1,3,3,2,3,10
36,2018,2,2,1,1,1,2,2,2,7
36,2018,2,3,3,4,4,4,2,3,10
36,2018,2,3,3,3,4,4,3,2,10
36,2018,2,3,1,1,4,4,3,1,8
36,2018,1,3,1,2,4,3,-2,2,10
36,2018,2,3,2,3,3,4,2,3,5
36,2018,4,3,4,4,4,4,4,4,8
36,2018,2,3,2,2,3,3,2,2,8
36,2018,1,4,1,1,1,1,2,1,10
36,2018,4,2,4,3,4,3,4,3,10
36,2018,-2,1,1,1,1,1,1,2,1
36,2018,1,2,1,2,3,3,3,2,10
36,2018,1,3,1,2,3,3,2,3,10
36,2018,2,2,2,3,3,4,2,3,10
36,2018,-2,3,2,2,3,3,-2,2,10
36,2018,4,4,4,4,4,4,4,4,-2
36,2018,2,3,2,2,3,4,3,3,10
36,2018,1,3,1,2,3,3,2,3,9
36,2018,1,2,1,1,3,2,2,2,10
36,2018,2,4,2,2,3,4,3,2,9
36,2018,1,3,1,3,3,3,3,3,10
36,2018,2,2,2,2,3,2,2,2,10
36,2018,3,4,2,4,4,4,-2,4,8
36,2018,1,3,3,3,4,4,3,4,10
36,2018,4,3,2,2,3,3,2,2,8
36,2018,3,3,3,3,3,4,3,3,5
36,2018,2,3,2,2,3,3,2,1,10
36,2018,2,3,2,2,2,3,2,2,8
36,2018,1,4,2,3,3,3,3,-2,10
36,2018,2,3,1,1,2,3,2,2,10
36,2018,2,4,2,2,3,3,3,2,10
36,2018,1,2,2,2,2,2,2,2,6
36,2018,1,3,1,2,3,3,2,2,10
36,2018,2,4,3,3,4,4,4,4,10
36,2018,2,3,3,3,3,3,3,3,10
36,2018,2,3,2,2,3,4,3,2,4
36,2018,1,3,2,2,3,3,3,2,10
36,2018,2,3,4,4,3,3,3,3,8
36,2018,1,4,2,2,4,4,2,2,10
36,2018,2,3,2,3,2,3,2,3,6
36,2018,2,3,2,2,3,3,3,3,10
36,2018,2,2,-2,2,1,3,3,-2,3
36,2018,2,3,2,2,2,3,2,2,10
36,2018,2,2,2,2,2,2,2,3,7
36,2018,2,3,1,2,3,3,3,2,10
36,2018,2,3,2,3,4,4,2,4,10
36,2018,3,3,1,3,3,3,3,3,10
36,2018,2,3,1,1,3,3,2,1,10
36,2018,2,2,1,1,1,1,2,2,10
36,2018,3,4,3,2,3,3,3,2,10
36,2018,3,3,2,2,3,3,2,2,10
36,2018,2,3,2,2,2,3,2,1,10
36,2018,3,2,3,2,3,3,2,3,9
36,2018,2,2,2,2,3,3,2,3,9
36,2018,2,3,2,3,3,4,3,2,10
36,2018,3,3,2,3,3,4,4,3,10
36,2018,2,3,2,3,3,3,3,1,10
36,2018,2,3,2,2,2,2,-2,2,10
36,2018,2,3,2,2,2,3,2,2,10
36,2018,2,3,2,2,3,3,2,2,10
36,2018,2,4,3,3,2,4,3,4,10
36,2018,2,3,3,2,3,3,3,3,10
36,2018,2,2,2,2,2,1,2,1,10
36,2018,1,3,2,1,2,3,2,1,9
36,2018,2,3,2,2,2,2,3,2,9
36,2018,3,3,3,3,3,3,3,3,8
36,2018,2,3,2,2,2,2,2,1,10
36,2018,3,3,3,3,3,3,3,3,10
36,2018,2,3,1,2,2,3,3,2,10
36,2018,1,3,1,2,2,3,2,2,8
36,2018,1,3,2,3,2,3,3,3,10
36,2018,3,2,2,1,2,2,2,1,10
36,2018,2,3,3,2,3,2,3,2,8
36,2018,2,2,2,2,3,3,2,1,10
36,2018,2,3,1,1,2,3,2,2,10
36,2018,1,4,2,2,3,3,3,4,10
36,2018,2,4,2,2,-2,3,2,1,10
36,2018,3,4,3,3,4,3,3,3,10
36,2018,3,3,2,2,3,3,1,1,10
36,2018,2,4,2,1,2,3,2,1,10
36,2018,1,4,1,3,4,4,4,1,10
36,2018,2,3,2,2,3,3,3,3,6
36,2018,2,3,1,1,3,3,2,1,9
36,2018,3,3,3,3,4,3,3,2,10
36,2018,2,3,1,2,3,3,2,2,10
36,2018,3,4,2,2,3,3,2,3,10
36,2018,2,3,2,3,3,3,3,3,10
36,2018,3,4,3,4,4,3,3,3,10
36,2018,2,3,1,2,2,3,2,2,10
36,2018,1,2,1,2,2,3,2,2,5
36,2018,2,3,2,3,3,4,2,2,10
36,2018,1,3,1,1,3,3,2,1,10
36,2018,1,3,1,2,2,3,3,3,10
36,2018,1,3,1,1,1,3,2,1,10
36,2018,1,3,1,4,4,4,3,3,10
36,2018,2,3,2,2,4,4,3,3,10
36,2018,2,2,2,2,2,3,2,1,9
36,2018,2,2,2,2,2,3,3,2,9
36,2018,1,3,2,2,3,2,-2,-2,10
36,2018,1,2,1,1,2,3,3,1,10
36,2018,1,4,1,2,4,4,4,2,10
36,2018,2,2,1,2,3,4,3,3,10
36,2018,1,2,1,2,3,3,3,2,8
36,2018,2,3,2,2,3,3,2,-2,10
36,2018,2,3,1,2,2,2,2,2,1
36,2018,2,2,2,2,3,3,2,2,10
36,2018,2,3,1,3,3,3,2,3,10
36,2018,2,4,3,3,3,4,4,4,10
36,2018,2,3,2,2,3,3,3,2,9
36,2018,1,2,2,-2,3,3,2,1,10
36,2018,1,2,1,4,4,4,3,4,10
36,2018,2,2,1,2,2,3,3,2,10
36,2018,1,3,1,4,4,4,3,4,10
36,2018,2,3,2,2,3,3,3,3,10
36,2018,2,3,2,2,2,2,2,2,10
36,2018,1,3,1,1,1,3,2,2,10
36,2018,2,3,2,2,3,3,3,2,10
36,2018,2,3,2,2,3,3,2,2,10
36,2018,2,4,3,3,3,4,3,3,6
36,2018,2,2,3,3,3,3,3,-2,10
36,2018,2,4,2,2,3,3,3,2,10
36,2018,1,3,1,1,3,3,3,3,10
36,2018,2,3,1,2,2,3,3,2,10
36,2018,3,3,3,3,3,3,3,2,10
36,2018,2,2,2,2,2,3,3,3,10
36,2018,1,3,2,3,2,3,3,3,10
36,2018,1,3,2,3,3,3,3,3,10
36,2018,1,3,1,1,1,2,2,1,10
36,2018,2,3,3,3,3,3,3,3,10
36,2018,1,2,1,1,2,3,2,1,8
36,2018,2,3,2,2,3,3,3,2,10
36,2018,2,3,2,3,3,3,3,3,10
36,2018,1,3,2,2,2,2,2,1,8
36,2018,3,4,2,2,3,4,3,3,9
36,2018,3,3,2,3,3,4,3,3,10
36,2018,2,2,2,2,3,3,2,2,10
36,2018,2,4,2,3,4,4,3,3,10
36,2018,3,4,4,4,4,4,4,3,5
36,2018,2,2,1,1,2,3,3,2,10
36,2018,2,3,1,1,2,3,2,2,10
36,2018,2,2,1,3,3,3,3,3,10
36,2018,2,3,2,2,2,2,2,2,5
36,2018,2,3,2,1,3,3,2,1,10
36,2018,3,3,3,3,3,3,3,2,10
36,2018,2,3,2,3,4,4,3,1,8
36,2018,2,4,2,3,3,4,3,3,5
36,2018,3,3,3,2,2,4,3,1,8
36,2018,3,3,3,3,3,3,3,2,10
36,2018,2,3,2,3,3,4,3,3,10
36,2018,1,3,1,2,3,4,1,3,8
36,2018,1,2,1,3,4,4,3,4,9
36,2018,2,3,1,2,3,3,2,2,9
36,2018,2,3,2,2,3,3,3,2,10
36,2018,2,3,2,2,2,2,3,3,6
36,2018,2,3,2,1,2,3,2,1,8
36,2018,1,3,1,2,3,3,3,2,5
36,2018,3,3,3,2,4,4,4,4,4
36,2018,2,3,3,3,3,3,2,2,10
36,2018,4,3,2,2,3,4,2,2,10
36,2018,1,1,1,1,3,3,3,1,5
36,2018,2,3,2,2,2,2,1,3,10
36,2018,2,3,2,2,3,3,3,3,10
36,2018,2,2,2,2,2,2,2,2,10
36,2018,2,4,1,4,4,4,3,3,5
36,2018,1,3,1,3,2,3,3,2,10
36,2018,1,4,1,1,1,3,2,2,10
36,2018,2,3,2,2,3,3,3,3,10
36,2018,2,3,2,2,3,3,2,3,7
36,2018,1,2,3,2,3,3,2,1,9
36,2018,2,3,2,2,2,3,2,3,9
36,2018,3,3,3,3,4,4,3,3,10
36,2018,2,2,2,3,3,3,3,3,10
36,2018,2,3,2,2,2,4,2,3,6
36,2018,2,3,2,1,4,4,1,1,10
36,2018,2,3,2,1,3,2,2,1,7
36,2018,3,3,2,2,3,3,2,3,10
36,2018,2,3,2,2,4,4,2,4,10
36,2018,2,3,2,2,2,3,2,1,10
36,2018,3,3,2,2,2,3,3,1,10
36,2018,1,3,1,1,1,1,4,2,6
36,2018,1,3,3,3,2,2,2,3,9
36,2018,2,3,2,3,3,3,3,2,10
36,2018,3,3,2,2,2,3,2,2,8
36,2018,1,-2,1,1,4,4,4,3,10
36,2018,2,3,2,2,3,3,2,3,8
36,2018,2,3,1,1,1,2,1,2,8
36,2018,2,2,2,2,2,3,2,3,9
36,2018,2,4,3,2,2,3,2,2,10
36,2018,2,3,2,3,4,4,4,3,10
36,2018,2,2,2,2,3,3,2,2,8
36,2018,1,3,2,4,4,4,3,3,8
36,2018,1,2,2,3,3,3,3,2,10
36,2018,4,2,3,1,4,3,3,2,10
36,2018,-2,-2,-2,-2,-2,-2,-2,-2,8
36,2018,2,3,1,1,2,3,2,1,9
36,2018,2,3,2,2,2,3,2,2,9
36,2018,1,3,1,1,3,3,1,3,8
36,2018,1,3,2,2,3,3,3,2,9
36,2018,3,3,2,2,3,3,2,2,10
36,2018,3,3,3,3,3,3,3,1,10
36,2018,1,4,1,2,2,4,3,2,10
36,2018,1,2,1,2,2,3,2,1,9
36,2018,3,1,3,1,2,3,1,1,5
36,2018,3,4,2,2,3,4,2,1,10
36,2018,2,2,1,4,4,4,3,4,10
36,2018,2,4,4,4,4,4,4,4,10
36,2018,3,3,3,3,3,3,3,3,10
36,2018,2,3,4,3,4,4,4,4,3
36,2018,3,4,3,2,3,3,2,2,10
36,2018,2,4,2,2,4,4,3,3,10
36,2018,2,2,1,1,3,3,1,2,9
36,2018,2,3,2,2,2,2,2,3,10
36,2018,2,3,2,2,4,3,1,1,10
36,2018,3,3,2,1,3,3,2,1,10
36,2018,2,3,1,2,2,3,2,1,10
36,2018,1,3,2,2,2,3,2,2,4
36,2018,2,3,3,4,4,4,3,4,10
36,2018,2,4,2,2,3,3,2,1,9
36,2018,2,4,2,4,4,4,4,3,9
36,2018,1,3,1,3,3,3,2,3,10
36,2018,2,3,2,2,4,3,2,2,10
36,2018,2,3,2,2,3,3,-2,2,10
36,2018,2,3,2,2,2,2,2,2,10
36,2018,3,3,2,2,3,-2,3,3,10
36,2018,1,4,1,1,2,3,2,3,10
36,2018,1,3,1,2,2,3,3,3,10
36,2018,1,3,1,3,3,3,3,2,10
36,2018,1,3,1,1,2,3,3,2,10
36,2018,1,3,2,1,2,2,2,2,9
36,2018,2,3,2,2,3,3,3,3,10
36,2018,1,2,1,1,1,2,2,1,10
36,2018,3,4,3,3,4,4,4,2,9
36,2018,2,3,1,1,2,3,2,1,9
36,2018,1,3,2,3,3,3,2,3,10
36,2018,2,3,2,3,3,3,3,3,10
36,2018,1,3,2,3,3,3,3,3,5
36,2018,2,3,2,2,3,3,2,2,5
36,2018,2,3,2,3,2,2,2,1,10
36,2018,2,3,3,2,3,4,3,2,10
36,2018,2,3,3,3,4,4,4,3,10
36,2018,1,3,2,2,2,2,2,2,9
36,2018,2,4,2,2,3,3,4,3,10
36,2018,1,3,1,3,3,3,2,3,9
36,2018,3,3,3,3,3,3,3,3,7
36,2018,1,3,1,2,3,2,2,1,10
36,2018,1,4,1,3,2,2,3,1,10
36,2018,2,4,2,2,4,4,2,1,10
